Fiscal Year,HRSA Program Area,HHS Region,State/Territory,County and State,Cong. District,Program,Grant Num.,Grantee,DUNS Num.,Address,City,State,ZIP Code,County,Funding,As of Date (Close of Business Date),HRSA Data Warehouse Processing Date
2017,Maternal and Child Health,Region 5,Ohio,"Lucas County, OH",Ohio District 09,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49MC27825,"LUCAS, COUNTY OF",103033317,635 N Erie St,Toledo,OH,43604-5317,Lucas County,680250,2/12/2018,2/13/2018
2020,Primary Health Care,Region 7,Missouri,"Greene County, MO",Missouri District 07,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39924,"ADVOCATES FOR A HEALTHY COMMUNITY, INC.",129802661,618 N Benton Ave Ste 100,Springfield,MO,65806-1105,Greene County,1000000,3/8/2021,3/9/2021
2020,Primary Health Care,Region 7,Missouri,"St. Louis City, MO",Missouri District 01,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39925,BETTY JEAN KERR - PEOPLE'S HEALTH CENTERS,81640328,5701 Delmar Blvd,Saint Louis,MO,63112-2617,St. Louis City,633919,3/8/2021,3/9/2021
2020,Primary Health Care,Region 7,Missouri,"Reynolds County, MO",Missouri District 08,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39926,"Big Springs Medical Association, Inc",613461524,110 S 2nd St,Ellington,MO,63638-9400,Reynolds County,527396,3/8/2021,3/9/2021
2020,Primary Health Care,Region 7,Missouri,"Webster County, MO",Missouri District 07,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39927,"Fordland Clinic, Inc.",360981984,1059 Barton Dr,Fordland,MO,65652-7350,Webster County,1000000,3/8/2021,3/9/2021
2020,Primary Health Care,Region 4,North Carolina,"Duplin County, NC",North Carolina District 07,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39933,"Goshen Medical Center, Inc.",110423050,444 SW Center St,Faison,NC,28341-8820,Duplin County,1000000,3/8/2021,3/9/2021
2020,Primary Health Care,Region 5,Ohio,"Montgomery County, OH",Ohio District 10,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39940,Five Rivers Health Centers,968420617,2261 Philadelphia Dr Ste 200,Dayton,OH,45406-1814,Montgomery County,1000000,3/8/2021,3/9/2021
2020,Primary Health Care,Region 6,Oklahoma,"Pushmataha County, OK",Oklahoma District 02,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39941,Pushmataha Family Medical Center Inc.,144533416,1020 N Lawson Blvd,Clayton,OK,74536,Pushmataha County,1000000,3/8/2021,3/9/2021
2020,Primary Health Care,Region 10,Oregon,"Crook County, OR",Oregon District 02,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39942,MosaicMedical,135771728,375 NW Beaver St Ste 101,Prineville,OR,97754-1802,Crook County,954386,3/8/2021,3/9/2021
2020,Primary Health Care,Region 10,Oregon,"Douglas County, OR",Oregon District 04,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39943,"Umpqua Community Health Center, Inc.",841878366,150 NE Kenneth Ford Dr,Roseburg,OR,97470-1042,Douglas County,1000000,3/8/2021,3/9/2021
2020,Rural Health,Region 4,Mississippi,"Washington County, MS",Mississippi District 02,Rural Health Network Development Program (D06),D06RH37500,"DELTA HEALTH ALLIANCE, INC.",148085868,435 Stoneville Rd,Leland,MS,38756,Washington County,299857,3/8/2021,3/9/2021
2020,Rural Health,Region 6,Arkansas,"Woodruff County, AR",Arkansas District 01,Rural Health Care Services Outreach Grant Program (D04),D04RH31629,ARCARE,627884190,117 S 2nd St,Augusta,AR,72006-2309,Woodruff County,200000,3/8/2021,3/9/2021
2020,Rural Health,Region 6,Arkansas,"Chicot County, AR",Arkansas District 01,Rural Health Care Services Outreach Grant Program (D04),D04RH31630,ARKANSAS RURAL HEALTH PARTNERSHIP,961889685,1969 Lakehall Rd,Lake Village,AR,71653-6106,Chicot County,200000,3/8/2021,3/9/2021
2020,Rural Health,Region 6,Louisiana,"Winn Parish, LA",Louisiana District 05,Rural Health Network Development Program (D06),D06RH37536,WINN COMMUNITY HEALTH CENTER,787936488,201 Cherokee Dr,Winnfield,LA,71483-3131,Winn Parish,300000,3/8/2021,3/9/2021
2020,Primary Health Care,Region 9,California,"Los Angeles County, CA",California District 47,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39773,"COMMUNITY MEDICAL WELLNESS CENTERS, USA",968644356,1360 E Anaheim St Ste 101,Long Beach,CA,90813-5515,Los Angeles County,100000,3/8/2021,3/9/2021
2020,Primary Health Care,Region 9,California,"Yolo County, CA",California District 06,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39775,ELICA HEALTH CENTERS,827715405,155 15th St,West Sacramento,CA,95691-3737,Yolo County,100000,3/8/2021,3/9/2021
2020,Primary Health Care,Region 9,California,"Mendocino County, CA",California District 02,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39777,"MENDOCINO COMMUNITY HEALTH CLINIC, INC.",83870196,333 Laws Ave,Ukiah,CA,95482-6540,Mendocino County,99800,3/8/2021,3/9/2021
2020,Primary Health Care,Region 9,California,"San Diego County, CA",California District 51,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39779,"Operation Samahan, Inc.",146603225,2743 Highland Ave,National City,CA,91950-7410,San Diego County,100000,3/8/2021,3/9/2021
2020,Primary Health Care,Region 7,Iowa,"Woodbury County, IA",Iowa District 04,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39786,Siouxland Community Health Center,794550830,1021 Nebraska St,Sioux City,IA,51105-1436,Woodbury County,100000,3/8/2021,3/9/2021
2020,Primary Health Care,Region 6,Louisiana,"Rapides Parish, LA",Louisiana District 05,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39789,"Rapides Primary Health Care Center, Incorporated",947606380,1217 Willow Glen River Rd,Alexandria,LA,71302-5458,Rapides Parish,100000,3/8/2021,3/9/2021
2020,Primary Health Care,Region 6,New Mexico,"Santa Fe County, NM",New Mexico District 03,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39794,Presbyterian Medical Services,73393761,1422 Paseo De Peralta,Santa Fe,NM,87501-4391,Santa Fe County,100000,3/8/2021,3/9/2021
2020,Primary Health Care,Region 4,South Carolina,"Darlington County, SC",South Carolina District 07,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39796,CARE SOUTH CAROLINA INC,99887473,201 S 5th St,Hartsville,SC,29550-4211,Darlington County,100000,3/8/2021,3/9/2021
2020,Primary Health Care,Region 4,South Carolina,"Allendale County, SC",South Carolina District 06,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39797,"Low Country Health Care System, Inc.",117985627,333 Revolutionary Trl,Fairfax,SC,29827-7109,Allendale County,100000,3/8/2021,3/9/2021
2020,Primary Health Care,Region 10,Washington,"Spokane County, WA",Washington District 05,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39801,COMMUNITY HEALTH ASSOCIATION OF SPOKANE,111150389,611 N Iron Bridge Way,Spokane,WA,99202-4932,Spokane County,100000,3/8/2021,3/9/2021
2020,Primary Health Care,Region 10,Alaska,"Matanuska-Susitna Borough, AK",Alaska At Large,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39803,MAT SU HEALTH SERVICES INC,192500882,1363 W Spruce Ave,Wasilla,AK,99654-5327,Matanuska-Susitna Borough,250000,3/8/2021,3/9/2021
2020,Primary Health Care,Region 6,Arkansas,"Ashley County, AR",Arkansas District 04,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39808,Mainline Health Systems Inc,119842946,233 N Main St,Portland,AR,71663-9230,Ashley County,202935,3/8/2021,3/9/2021
2020,Primary Health Care,Region 9,California,"Humboldt County, CA",California District 02,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39818,"Redwoods Rural Health Center, Incorporated",54675293,101 W Coast Rd,Redway,CA,95560,Humboldt County,250000,3/8/2021,3/9/2021
2020,Primary Health Care,Region 9,California,"San Diego County, CA",California District 52,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39821,"St. Vincent De Paul Village, Inc.",785983511,1501 Imperial Ave,San Diego,CA,92101-7638,San Diego County,114845,3/8/2021,3/9/2021
2020,Primary Health Care,Region 9,California,"Los Angeles County, CA",California District 40,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39823,"Via Care Community Health Center, Inc.",844011440,507 S Atlantic Blvd,Los Angeles,CA,90022-2621,Los Angeles County,250000,3/8/2021,3/9/2021
2020,Primary Health Care,Region 4,Georgia,"Stewart County, GA",Georgia District 02,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39828,"CareConnect Health, Inc.",67002253,510 Alston St Ste B,Richland,GA,31825-6012,Stewart County,250000,3/8/2021,3/9/2021
2020,Primary Health Care,Region 4,Georgia,"Chatham County, GA",Georgia District 01,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39831,J C LEWIS HEALTH CENTER,122989457,125 Fahm St,Savannah,GA,31401-2391,Chatham County,250000,3/8/2021,3/9/2021
2020,Primary Health Care,Region 4,Georgia,"Richmond County, GA",Georgia District 12,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39833,"NEIGHBORHOOD IMPROVEMENT PROJECT, INC.",23732964,2467 Golden Camp Rd,Augusta,GA,30906-5515,Richmond County,250000,3/8/2021,3/9/2021
2020,Primary Health Care,Region 5,Minnesota,"Clay County, MN",Minnesota District 07,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39840,COMMUNITY HEALTH SERVICE INC.,60466000,810 4th Ave S Ste 101,Moorhead,MN,56560-2800,Clay County,249937,3/8/2021,3/9/2021
2020,Primary Health Care,Region 4,Mississippi,"Lauderdale County, MS",Mississippi District 03,Capital Assistance for Disaster Response and Recovery Efforts (C14),C14CS39846,"Greater Meridian Health Clinic, Inc",116736588,2701 Davis St,Meridian,MS,39301-5708,Lauderdale County,236708,3/8/2021,3/9/2021
2019,HIV/AIDS,Region 1,Connecticut,"Windham County, CT",Connecticut District 02,Ryan White Part C Outpatient EIS Program (H76),H76HA00787,"Generations Family Health Center, Inc.",929195600,40 Mansfield Ave,Willimantic,CT,06226-2018,Windham County,286869,10/22/2019,10/23/2019
2019,HIV/AIDS,Region 9,California,"Sutter County, CA",California District 03,Ryan White Part C Outpatient EIS Program (H76),H76HA00794,AMPLA HEALTH,39353727,935 Market St,Yuba City,CA,95991-4217,Sutter County,430285,10/22/2019,10/23/2019
2019,HIV/AIDS,Region 9,California,"Humboldt County, CA",California District 02,Ryan White Part C Outpatient EIS Program (H76),H76HA00797,OPEN DOOR COMMUNITY HEALTH CENTERS,842859720,670 9th St Ste 203,Arcata,CA,95521-6249,Humboldt County,358056,10/22/2019,10/23/2019
2019,Primary Health Care,Region 2,Puerto Rico,"San Juan Municipio, PR",Puerto Rico Resident Commissioner,Health Center Program (H80),H80CS00008,Municipio De San Juan,90362773,Ave. Chardon 160,Hato Rey Norte,PR,00918-0918,San Juan Municipio,1134167,10/22/2019,10/23/2019
2019,Primary Health Care,Region 2,New Jersey,"Essex County, NJ",New Jersey District 10,Health Center Program (H80),H80CS00009,"CITY OF NEWARK, NEW JERSEY",785795576,110 William St Ste 208,Newark,NJ,07102-1304,Essex County,3718334,10/22/2019,10/23/2019
2019,HIV/AIDS,Region 5,Ohio,"Franklin County, OH",Ohio District 03,Ryan White Part C Outpatient EIS Program (H76),H76HA24736,RESEARCH INSTITUTE AT NATIONWIDE CHILDREN'S HOSPITAL,147212963,700 Childrens Dr,Columbus,OH,43205-2664,Franklin County,458273,10/22/2019,10/23/2019
2019,Primary Health Care,Region 5,Minnesota,"Hennepin County, MN",Minnesota District 05,Health Center Program (H80),H80CS00198,"SOUTHSIDE COMMUNITY HEALTH SERVICES, INC.",97888861,4243 4th Ave S,Minneapolis,MN,55409-2113,Hennepin County,3237614,10/22/2019,10/23/2019
2019,Primary Health Care,Region 5,Ohio,"Clermont County, OH",Ohio District 02,Health Center Program (H80),H80CS00201,"Healthsource Of Ohio, Inc.",93942175,5400 Dupont Cir Ste A,Milford,OH,45150-2770,Clermont County,8563622,10/22/2019,10/23/2019
2019,Primary Health Care,Region 6,New Mexico,"Bernalillo County, NM",New Mexico District 01,Health Center Program (H80),H80CS00202,"First Choice Community Healthcare, Inc.",75766048,2001 El Centro Familiar Blvd SW,Albuquerque,NM,87105-4592,Bernalillo County,7777500,10/22/2019,10/23/2019
2019,Primary Health Care,Region 2,New Jersey,"Cumberland County, NJ",New Jersey District 02,Health Center Program (H80),H80CS00164,"Community Health Care, Inc.",11322588,53 S Laurel St Fl 2,Bridgeton,NJ,08302-1946,Cumberland County,8427868,10/22/2019,10/23/2019
2019,Primary Health Care,Region 9,California,"Madera County, CA",California District 16,Health Center Program (H80),H80CS00143,Camarena Health,171467327,344 E 6th St,Madera,CA,93638-3631,Madera County,5761272,10/22/2019,10/23/2019
2019,Primary Health Care,Region 9,California,"San Mateo County, CA",California District 14,Health Center Program (H80),H80CS00145,"South County Community Health Center, Inc.",101744428,1885 Bay Rd,East Palo Alto,CA,94303-1312,San Mateo County,4082989,10/22/2019,10/23/2019
2019,HIV/AIDS,Region 4,North Carolina,"Pitt County, NC",North Carolina District 01,Ryan White Part C Outpatient EIS Program (H76),H76HA07485,EAST CAROLINA UNIVERSITY,607579018,1000 E 5th St,Greenville,NC,27858-2502,Pitt County,528130,10/22/2019,10/23/2019
2019,HIV/AIDS,Region 7,Missouri,"St. Louis City, MO",Missouri District 01,Ryan White Part C Outpatient EIS Program (H76),H76HA07849,"WASHINGTON UNIVERSITY, THE",68552207,1 Brookings Dr,Saint Louis,MO,63130-4862,St. Louis City,602377,10/22/2019,10/23/2019
2019,HIV/AIDS,Region 4,North Carolina,"Orange County, NC",North Carolina District 04,Ryan White Part C Outpatient EIS Program (H76),H76HA08949,University of North Carolina at Chapel Hill,608195277,104 Airport Dr Ste 2200,Chapel Hill,NC,27599-5023,Orange County,708667,10/22/2019,10/23/2019
2019,HIV/AIDS,Region 2,New York,"Bronx County, NY",New York District 15,Ryan White Part C Outpatient EIS Program (H76),H76HA29429,LA CASA DE SALUD INC.,967629838,966 Prospect Ave Frnt 1,Bronx,NY,10459-3270,Bronx County,146801,10/22/2019,10/23/2019
2019,HIV/AIDS,Region 4,Tennessee,"Davidson County, TN",Tennessee District 05,Ryan White Part C Outpatient EIS Program (H76),H76HA30761,Vanderbilt University Medical Center,79917897,1161 21st Ave S Ste D3300 Mcn,Nashville,TN,37232-0001,Davidson County,684080,10/22/2019,10/23/2019
2019,HIV/AIDS,Region 4,Florida,"Leon County, FL",Florida District 02,Ryan White Part C Outpatient EIS Program (H76),H76HA00590,"Health, Florida Department of",364215061,4052 Bald Cypress Way B-20 B02 Rm 3330 G-A,Tallahassee,FL,32399-0001,Leon County,306167,10/22/2019,10/23/2019
2019,HIV/AIDS,Region 9,California,"Monterey County, CA",California District 20,Ryan White Part C Outpatient EIS Program (H76),H76HA01716,"MONTEREY, COUNTY OF",968056358,1441 Constitution Blvd STE 202,Salinas,CA,93906-3127,Monterey County,281188,10/22/2019,10/23/2019
2019,HIV/AIDS,Region 5,Ohio,"Mahoning County, OH",Ohio District 06,Ryan White Part C Outpatient EIS Program (H76),H76HA01717,"URSULINE CENTER, INC, THE",92163372,4250 Shields Rd,Canfield,OH,44406-9329,Mahoning County,316000,10/22/2019,10/23/2019
2019,HIV/AIDS,Region 3,West Virginia,"Monongalia County, WV",West Virginia District 01,Ryan White Part C Outpatient EIS Program (H76),H76HA01719,West Virginia University Research Corporation,191510239,886 Chestnut Ridge Rd,Morgantown,WV,26505-2742,Monongalia County,396168,10/22/2019,10/23/2019
2019,HIV/AIDS,Region 2,New York,"New York County, NY",New York District 10,Ryan White Part C Outpatient EIS Program (H76),H76HA00759,APICHA COMMUNITY HEALTH CENTER,944184639,400 Broadway,New York,NY,10013-3698,New York County,441769,10/22/2019,10/23/2019
2019,Maternal and Child Health,Region 2,New York,"New York County, NY",New York District 10,Pediatric Emergency Care Applied Research Network (PECARN) (U03),U03MC00007,"Trustees of Columbia University In The City of New York, The",49179401,W 116th St & Broadway,New York,NY,10027-0027,New York County,699999,10/22/2019,10/23/2019
2019,Maternal and Child Health,Region 5,Ohio,"Hamilton County, OH",Ohio District 01,Pediatric Emergency Care Applied Research Network (PECARN) (U03),U03MC22684,CHILDREN'S HOSPITAL MEDICAL CENTER,71284913,3333 Burnet Ave,Cincinnati,OH,45229-3026,Hamilton County,699281,10/22/2019,10/23/2019
2019,Primary Health Care,Region 4,Alabama,"Mobile County, AL",Alabama District 01,Health Center Program (H80),H80CS00099,"FRANKLIN PRIMARY HEALTH CENTER, INC.",119739308,1303 Dr Martin L King Jr Ave,Mobile,AL,36603-5341,Mobile County,11898603,10/22/2019,10/23/2019
2019,Primary Health Care,Region 10,Alaska,"Anchorage Borough, AK",Alaska At Large,Health Center Program (H80),H80CS00146,"Anchorage Neighborhood Health Center, Inc.",70391560,4951 Business Park Blvd,Anchorage,AK,99503-7174,Anchorage Borough,3947496,10/22/2019,10/23/2019
2019,HIV/AIDS,Region 4,Florida,"Manatee County, FL",Florida District 16,Ryan White Part C Outpatient EIS Program (H76),H76HA00786,"MCR Health, Inc.",152817151,700 8th Ave W Ste 101,Palmetto,FL,34221-4737,Manatee County,499050,10/22/2019,10/23/2019
2019,HIV/AIDS,Region 3,Virginia,"Norfolk City, VA",Virginia District 03,Ryan White Part C Outpatient EIS Program (H76),H76HA24728,EASTERN VIRGINIA MEDICAL SCHOOL,58625146,358 Mowbray Arch Ste 305,Norfolk,VA,23507-2219,Norfolk City,309932,10/22/2019,10/23/2019
2019,HIV/AIDS,Region 4,Georgia,"Hall County, GA",Georgia District 09,Ryan White Part C Outpatient EIS Program (H76),H76HA24729,HALL COUNTY OF,805622177,1290 Athens St,Gainesville,GA,30507-7000,Hall County,321369,10/22/2019,10/23/2019
2019,HIV/AIDS,Region 4,South Carolina,"Horry County, SC",South Carolina District 07,Ryan White Part C Outpatient EIS Program (H76),H76HA24735,"Little River Medical Center, Inc.",794418418,4303 Live Oak Dr,Little River,SC,29566-9138,Horry County,353714,10/22/2019,10/23/2019
